Generator file sequence number,Data Year,Plant state abbreviation,Plant name,Generator ID,Generator annual net generation (MWh)
SEQGEN23,YEAR,PSTATEABB,PNAME,GENID,GENNTAN
600,2023,AL,Black Bear Solar 1,ALBB1,"201,925"
601,2023,AL,Browns Ferry,1,"10,244,181"
602,2023,AL,Browns Ferry,2,"10,244,181"
603,2023,AL,Browns Ferry,3,"10,332,148"
604,2023,AL,Calhoun Generating Facility,CAL1,"6,384"
605,2023,AL,Calhoun Generating Facility,CAL2,"6,384"
606,2023,AL,Calhoun Generating Facility,CAL3,"6,384"
607,2023,AL,Calhoun Generating Facility,CAL4,"6,384"
608,2023,AL,Central Alabama Gen Station,CTG1,"967,366"
609,2023,AL,Central Alabama Gen Station,CTG2,"936,994"
610,2023,AL,Central Alabama Gen Station,CTG3,"1,007,058"
611,2023,AL,Central Alabama Gen Station,ST1,"1,858,294"
612,2023,AL,Charles R Lowman,LEC1,"881,394"
613,2023,AL,Charles R Lowman,LEC2,"459,948"
614,2023,AL,Colbert,GT1,"4,003"
615,2023,AL,Colbert,GT10,"15,554"
616,2023,AL,Colbert,GT11,"15,554"
617,2023,AL,Colbert,GT2,"4,003"
618,2023,AL,Colbert,GT3,"4,003"
619,2023,AL,Colbert,GT4,"4,003"
620,2023,AL,Colbert,GT5,"4,003"
621,2023,AL,Colbert,GT6,"4,003"
622,2023,AL,Colbert,GT7,"4,003"
623,2023,AL,Colbert,GT8,"4,003"
624,2023,AL,Colbert,GT9,"15,554"
625,2023,AL,Crestwood Dothan,GEN1,
626,2023,AL,Crestwood Dothan,GEN2,
627,2023,AL,Crestwood Dothan,GEN3,
628,2023,AL,Crestwood Dothan,GEN5,
629,2023,AL,Crestwood Dothan,GEN7,
630,2023,AL,Crestwood Dothan,GEN8,
631,2023,AL,Crestwood Dothan,GEN9,
632,2023,AL,"Cumblerland Land Holdings, LLC",CUMB,"28,614"
633,2023,AL,Decatur Energy Center,CTG1,"438,567"
634,2023,AL,Decatur Energy Center,CTG2,"462,383"
635,2023,AL,Decatur Energy Center,CTG3,"469,963"
636,2023,AL,Decatur Energy Center,STG1,"753,933"
637,2023,AL,Decatur-Morgan Co LFG Recovery Project,0290,"5,368"
638,2023,AL,Decatur-Morgan Co LFG Recovery Project,1496,"5,368"
639,2023,AL,E B Harris Generating Plant,CT1A,"760,836"
640,2023,AL,E B Harris Generating Plant,CT1B,"805,912"
641,2023,AL,E B Harris Generating Plant,CT2A,"1,207,446"
642,2023,AL,E B Harris Generating Plant,CT2B,"1,234,457"
643,2023,AL,E B Harris Generating Plant,ST1,"987,565"
644,2023,AL,E B Harris Generating Plant,ST2,"1,464,261"
645,2023,AL,E C Gaston,5,"1,843,294"
646,2023,AL,E C Gaston,GT4,108
647,2023,AL,E C Gaston,1,"369,610"
648,2023,AL,E C Gaston,2,"426,419"
649,2023,AL,E C Gaston,3,"377,135"
650,2023,AL,E C Gaston,ST4,"383,199"
651,2023,AL,Fort Rucker Solar Array,1,"13,869"
652,2023,AL,Gadsden,1,0
653,2023,AL,Gadsden,2,0
654,2023,AL,Gantt,3,"1,807"
655,2023,AL,Gantt,4,"2,711"
656,2023,AL,Georgia-Pacific Brewton Mill,4TG,"378,088"
657,2023,AL,Georgia-Pacific Brewton Mill,2TG,"56,666"
658,2023,AL,Georgia-Pacific Brewton Mill,3TG,"55,791"
659,2023,AL,Georgia-Pacific Consr Prods LP-Naheola,GT3,"179,896"
660,2023,AL,Georgia-Pacific Consr Prods LP-Naheola,TG4,"103,831"
661,2023,AL,Goat Rock,3,"12,872"
662,2023,AL,Goat Rock,4,"12,872"
663,2023,AL,Goat Rock,5,"12,872"
664,2023,AL,Goat Rock,6,"12,872"
665,2023,AL,Goat Rock,7,"23,941"
666,2023,AL,Goat Rock,8,"23,941"
667,2023,AL,Greene County,GT10,"9,131"
668,2023,AL,Greene County,GT2,"9,131"
669,2023,AL,Greene County,GT3,"9,131"
670,2023,AL,Greene County,GT4,"9,131"
671,2023,AL,Greene County,GT5,"9,131"
672,2023,AL,Greene County,GT6,"9,131"
673,2023,AL,Greene County,GT7,"9,131"
674,2023,AL,Greene County,GT8,"9,131"
675,2023,AL,Greene County,GT9,"9,131"
676,2023,AL,Greene County,1,"725,864"
677,2023,AL,Greene County,2,"588,219"
678,2023,AL,Guntersville,1,"113,343"
679,2023,AL,Guntersville,2,"113,343"
680,2023,AL,Guntersville,3,"113,343"
681,2023,AL,Guntersville,4,"113,343"
682,2023,AL,H Neely Henry Dam,1,"65,575"
683,2023,AL,H Neely Henry Dam,2,"65,575"
684,2023,AL,H Neely Henry Dam,3,"65,575"
685,2023,AL,Harris Dam,1,"64,466"
686,2023,AL,Harris Dam,2,"64,466"
687,2023,AL,Hillabee Energy Center,HEC1,"1,190,871"
688,2023,AL,Hillabee Energy Center,HEC2,"1,427,062"
689,2023,AL,Hillabee Energy Center,HECS,"1,460,954"
690,2023,AL,Hog Bayou Energy Center,CT01,"996,912"
691,2023,AL,Hog Bayou Energy Center,ST01,"513,685"
692,2023,AL,Holt Dam,1,"154,493"
693,2023,AL,International Paper Pine Hill Mill,NO2,"209,373"
694,2023,AL,International Paper Pine Hill Mill,NO1,"239,446"
695,2023,AL,International Paper Prattville Mill,GEN1,"286,236"
696,2023,AL,International Paper Prattville Mill,GEN2,"324,493"
697,2023,AL,International Paper Riverdale Mill,GEN2,"158,931"
698,2023,AL,International Paper Riverdale Mill,GEN1,"55,589"
699,2023,AL,International Paper Riverdale Mill,GEN3,"20,813"
700,2023,AL,International Paper Riverdale Mill,GEN4,"227,346"
701,2023,AL,James H Miller Jr,1,"3,370,452"
702,2023,AL,James H Miller Jr,2,"3,491,576"
703,2023,AL,James H Miller Jr,3,"4,498,145"
704,2023,AL,James H Miller Jr,4,"4,485,913"
705,2023,AL,Jones Bluff,1,"66,803"
706,2023,AL,Jones Bluff,2,"66,803"
707,2023,AL,Jones Bluff,3,"66,803"
708,2023,AL,Jones Bluff,4,"66,803"
709,2023,AL,Jordan Dam,1,"65,826"
710,2023,AL,Jordan Dam,2,"65,826"
711,2023,AL,Jordan Dam,3,"65,826"
712,2023,AL,Jordan Dam,4,"65,826"
713,2023,AL,Joseph M Farley,1,"7,379,265"
714,2023,AL,Joseph M Farley,2,"7,379,265"
715,2023,AL,Kimberly Clark Mobile - CHP Plant,GT100,"182,757"
716,2023,AL,Kimberly Clark Mobile - CHP Plant,GT200,"182,757"
717,2023,AL,LaFayette Solar Farm,PV1,"164,839"
718,2023,AL,Lay Dam,1,"75,780"
719,2023,AL,Lay Dam,2,"75,780"
720,2023,AL,Lay Dam,3,"75,780"
721,2023,AL,Lay Dam,4,"75,780"
722,2023,AL,Lay Dam,5,"75,780"
723,2023,AL,Lay Dam,6,"75,780"
724,2023,AL,Lewis Smith Dam,1,"116,696"
725,2023,AL,Lewis Smith Dam,2,"116,696"
726,2023,AL,Logan Martin Dam,1,"114,503"
727,2023,AL,Logan Martin Dam,2,"114,503"
728,2023,AL,Logan Martin Dam,3,"114,503"
729,2023,AL,Martin Dam,1,"77,843"
730,2023,AL,Martin Dam,2,"77,843"
731,2023,AL,Martin Dam,3,"77,843"
732,2023,AL,Martin Dam,4,"93,040"
733,2023,AL,McIntosh (7063),1," (4,054)"
734,2023,AL,McIntosh (7063),2,"149,684"
735,2023,AL,McIntosh (7063),3,"149,684"
736,2023,AL,McIntosh (7063),4,"225,188"
737,2023,AL,McIntosh (7063),5,"225,188"
738,2023,AL,McWilliams,1,"17,355"
739,2023,AL,McWilliams,2,"15,611"
740,2023,AL,McWilliams,3,"15,376"
741,2023,AL,McWilliams,4,"263,928"
742,2023,AL,McWilliams,VAN1,"989,601"
743,2023,AL,McWilliams,VAN2,"999,220"
744,2023,AL,McWilliams,VAN3,"1,041,850"
745,2023,AL,Mead Coated Board,GEN1,"248,086"
746,2023,AL,Mead Coated Board,GEN2,"299,594"
747,2023,AL,Mead Coated Board,GEN3,"157,980"
748,2023,AL,Millers Ferry,1,"105,094"
749,2023,AL,Millers Ferry,2,"105,094"
750,2023,AL,Millers Ferry,3,"105,094"
751,2023,AL,Mitchell Dam,4,"48,167"
752,2023,AL,Mitchell Dam,5,"120,417"
753,2023,AL,Mitchell Dam,6,"120,417"
754,2023,AL,Mitchell Dam,7,"120,417"
755,2023,AL,Morgan Energy Center,CTG1,"1,163,162"
756,2023,AL,Morgan Energy Center,CTG2,"1,193,746"
757,2023,AL,Morgan Energy Center,CTG3,"1,156,974"
758,2023,AL,Morgan Energy Center,STG1,"1,908,574"
759,2023,AL,Muscle Shoals,GEN01,"448,853"
760,2023,AL,OE_ALD,OEALD,"163,033"
761,2023,AL,Packaging Corp. of America Jackson Mill,STG1,"79,303"
762,2023,AL,Packaging Corp. of America Jackson Mill,STG2,"79,117"
763,2023,AL,Plant H. Allen Franklin,CT1A,"1,348,257"
764,2023,AL,Plant H. Allen Franklin,CT1B,"1,353,110"
765,2023,AL,Plant H. Allen Franklin,CT2A,"1,469,882"
766,2023,AL,Plant H. Allen Franklin,CT2B,"1,465,469"
767,2023,AL,Plant H. Allen Franklin,CT3A,"1,473,266"
768,2023,AL,Plant H. Allen Franklin,CT3B,"1,466,184"
769,2023,AL,Plant H. Allen Franklin,ST1,"1,509,667"
770,2023,AL,Plant H. Allen Franklin,ST2,"1,771,678"
771,2023,AL,Plant H. Allen Franklin,ST3,"1,824,652"
772,2023,AL,Point A,1,"4,964"
773,2023,AL,Point A,2,"4,964"
774,2023,AL,Point A,3,"6,205"
775,2023,AL,Redstone Arsenal Hybrid,BA, (93)
776,2023,AL,Redstone Arsenal Hybrid,REDST,"15,616"
777,2023,AL,"River Bend Solar, LLC",RVRBN,"153,231"
778,2023,AL,SABIC Innovative Plastics - Burkville,1,"497,592"
779,2023,AL,SABIC Innovative Plastics - Burkville,2,"16,509"
780,2023,AL,Sand Valley Power Station,GMA,"10,209"
781,2023,AL,Sand Valley Power Station,GMB,"10,209"
782,2023,AL,Sand Valley Power Station,GMC,"10,209"
783,2023,AL,Sloss Industries Corp,10,0
784,2023,AL,Sloss Industries Corp,9,0
785,2023,AL,Tenaska Lindsay Hill Generating Station,GTG1,"725,079"
786,2023,AL,Tenaska Lindsay Hill Generating Station,GTG2,"603,374"
787,2023,AL,Tenaska Lindsay Hill Generating Station,GTG3,"391,706"
788,2023,AL,Tenaska Lindsay Hill Generating Station,STG1,"992,011"
789,2023,AL,Theodore Cogeneration,1,"1,249,165"
790,2023,AL,Theodore Cogeneration,2,"335,642"
791,2023,AL,Thurlow Dam,1,"98,889"
792,2023,AL,Thurlow Dam,2,"98,889"
793,2023,AL,Thurlow Dam,3,"24,417"
794,2023,AL,U S Alliance Coosa Pines,GEN7,"139,284"
795,2023,AL,W&T Onshore Treating Facility (OTF),901,0
796,2023,AL,W&T Onshore Treating Facility (OTF),901A,"17,294"
797,2023,AL,W&T Onshore Treating Facility (OTF),901B,"12,414"
798,2023,AL,W&T Onshore Treating Facility (OTF),901C,"17,929"
799,2023,AL,Walter Bouldin Dam,1,"171,501"
800,2023,AL,Walter Bouldin Dam,2,"171,501"
801,2023,AL,Walter Bouldin Dam,3,"171,501"
802,2023,AL,Walton Discover Power Facility,UN1,98
803,2023,AL,Walton Discover Power Facility,UN2,98
804,2023,AL,Washington County Cogen (Olin),1,"652,130"
805,2023,AL,Washington County Cogen (Olin),2,"210,034"
806,2023,AL,Weiss Dam,1,"61,068"
807,2023,AL,Weiss Dam,2,"61,068"
808,2023,AL,Weiss Dam,3,"61,068"
809,2023,AL,WestRock Demopolis Mill,2TG,"73,241"
810,2023,AL,WestRock Demopolis Mill,4TG,"217,488"
811,2023,AL,Westervelt Moundville Cogen,TG1,"29,510"
812,2023,AL,Wheeler Dam,1,"93,193"
813,2023,AL,Wheeler Dam,10,"95,583"
814,2023,AL,Wheeler Dam,11,"115,761"
815,2023,AL,Wheeler Dam,2,"93,193"
816,2023,AL,Wheeler Dam,3,"93,193"
817,2023,AL,Wheeler Dam,4,"93,193"
818,2023,AL,Wheeler Dam,5,"93,193"
819,2023,AL,Wheeler Dam,6,"93,193"
820,2023,AL,Wheeler Dam,7,"93,193"
821,2023,AL,Wheeler Dam,8,"93,193"
822,2023,AL,Wheeler Dam,9,"115,761"
823,2023,AL,Wilson Dam,1,"72,993"
824,2023,AL,Wilson Dam,10,"92,669"
825,2023,AL,Wilson Dam,11,"92,669"
826,2023,AL,Wilson Dam,12,"92,669"
827,2023,AL,Wilson Dam,13,"92,669"
828,2023,AL,Wilson Dam,14,"79,975"
829,2023,AL,Wilson Dam,15,"92,669"
830,2023,AL,Wilson Dam,16,"92,669"
831,2023,AL,Wilson Dam,17,"92,669"
832,2023,AL,Wilson Dam,18,"79,975"
833,2023,AL,Wilson Dam,19,"171,374"
834,2023,AL,Wilson Dam,2,"72,993"
835,2023,AL,Wilson Dam,20,"171,374"
836,2023,AL,Wilson Dam,21,"171,374"
837,2023,AL,Wilson Dam,3,"72,993"
838,2023,AL,Wilson Dam,4,"72,993"
839,2023,AL,Wilson Dam,5,"114,249"
840,2023,AL,Wilson Dam,6,"98,064"
841,2023,AL,Wilson Dam,7,"98,064"
842,2023,AL,Wilson Dam,8,"98,064"
843,2023,AL,Wilson Dam,9,"92,669"
844,2023,AL,Yates Dam,1,"59,977"
845,2023,AL,Yates Dam,2,"58,800"
846,2023,AR,ACC,62289,0
847,2023,AR,Arkansas Nuclear One,1,"7,323,937"
848,2023,AR,Arkansas Nuclear One,2,"7,648,544"
849,2023,AR,Ashdown,GEN1,"50,347"
850,2023,AR,Ashdown,GEN3,"225,598"
851,2023,AR,Ashdown,GEN4,"203,692"
852,2023,AR,Ashdown,GEN2,"16,575"
853,2023,AR,Ashley-Chicot Solar,SOL,"2,213"
854,2023,AR,Beaver Dam,1,"58,833"
855,2023,AR,Beaver Dam,2,"58,833"
856,2023,AR,Berryville School District Solar,SOL,"1,837"
857,2023,AR,"Big Cypress Solar, LLC",BIGC1,"9,687"
858,2023,AR,Blakely Mountain,1,"117,445"
859,2023,AR,Blakely Mountain,2,"117,445"
860,2023,AR,Branch Solar Farm,CVS1,"9,911"
861,2023,AR,Bull Shoals,1,"88,288"
862,2023,AR,Bull Shoals,2,"88,288"
863,2023,AR,Bull Shoals,3,"88,288"
864,2023,AR,Bull Shoals,4,"88,288"
865,2023,AR,Bull Shoals,5,"99,324"
866,2023,AR,Bull Shoals,6,"99,324"
867,2023,AR,Bull Shoals,7,"99,324"
868,2023,AR,Bull Shoals,8,"99,324"
869,2023,AR,C&L,SOL,"2,200"
870,2023,AR,Carl Bailey,1,
871,2023,AR,Carpenter,1,"75,318"
872,2023,AR,Carpenter,2,"75,318"
873,2023,AR,Chicot Solar,CHICO,"205,053"
874,2023,AR,City Water & Light - City of Jonesboro,SN01,"9,255"
875,2023,AR,City Water & Light - City of Jonesboro,SN02,"8,084"
876,2023,AR,City Water & Light - City of Jonesboro,SN04,"22,855"
877,2023,AR,City Water & Light - City of Jonesboro,SN06,"21,684"
878,2023,AR,City Water & Light - City of Jonesboro,SN07,"22,855"
879,2023,AR,City of Green Forest (Carroll),56757,0
880,2023,AR,City of Paris Solar,PARIS,"2,835"
881,2023,AR,Clay County Electrical Cooperative,SOL,"2,290"
882,2023,AR,Clearwater Paper APP CB,GEN1,"110,715"
883,2023,AR,Craighead Electric Solar One,SOL,"2,315"
884,2023,AR,Crossett SD,60845,0
885,2023,AR,Dam 2,1,"114,095"
886,2023,AR,Dam 2,2,"114,095"
887,2023,AR,Dam 2,3,"114,095"
888,2023,AR,Dardanelle,1,"106,550"
889,2023,AR,Dardanelle,2,"106,550"
890,2023,AR,Dardanelle,3,"106,550"
891,2023,AR,Dardanelle,4,"106,550"
892,2023,AR,Degray,1,"100,532"
893,2023,AR,Degray,2,"100,532"
894,2023,AR,Dell Power Plant,CTG1,"1,279,246"
895,2023,AR,Dell Power Plant,CTG2,"1,265,328"
896,2023,AR,Dell Power Plant,STG,"1,542,748"
897,2023,AR,Elkins Generating Center,A,"8,401"
898,2023,AR,Elkins Generating Center,B,"8,401"
899,2023,AR,Elkins Generating Center,C,"8,401"
900,2023,AR,Ellis Hydro,1,"41,252"
901,2023,AR,Ellis Hydro,2,"41,252"
902,2023,AR,Ellis Hydro,3,"41,252"
903,2023,AR,FECC Solar Benton,FECC1,"1,296"
904,2023,AR,Farmers Electric Cooperative,SOL,"2,225"
905,2023,AR,Fayetteville Public Schools (Ozarks),63583,0
906,2023,AR,Fayetteville Public Schools (SWEPCO),63617,0
907,2023,AR,Flint Creek Power Plant,1,"2,065,083"
908,2023,AR,Forrest City- Eldridge Road,453,"2,110"
909,2023,AR,Forrest City- Prison Site,361,"2,066"
910,2023,AR,Fourche Creek Wastewater,4,0
911,2023,AR,Fulton,1,"148,802"
912,2023,AR,General Dynamics,GD,"3,373"
913,2023,AR,Georgia-Pacific Crossett LLC,GEN4,"6,407"
914,2023,AR,Greers Ferry Lake,1,"104,833"
915,2023,AR,Greers Ferry Lake,2,"104,833"
916,2023,AR,Happy Solar 1,ARHA1,"34,851"
917,2023,AR,Harry D. Mattison Power Plant,1,"43,917"
918,2023,AR,Harry D. Mattison Power Plant,2,"43,917"
919,2023,AR,Harry D. Mattison Power Plant,3,"44,678"
920,2023,AR,Harry D. Mattison Power Plant,4,"44,678"
921,2023,AR,Hot Spring Energy Facility,CT1,"645,922"
922,2023,AR,Hot Spring Energy Facility,CT2,"718,791"
923,2023,AR,Hot Spring Energy Facility,ST1,"808,060"
924,2023,AR,Hot Springs 2020,364,"1,683"
925,2023,AR,Independence,1,"2,672,817"
926,2023,AR,Independence,2,"2,070,433"
927,2023,AR,John W. Turk Jr. Power Plant,1,"3,112,401"
928,2023,AR,Jonesboro CWL Solar Park,1,0
929,2023,AR,LRWRA,63617,0
930,2023,AR,Lake Catherine,4,"169,122"
931,2023,AR,Lee Creek Water Treatment Facility,0209,0
932,2023,AR,Magnet Cove Generating Station,GT1,"1,305,004"
933,2023,AR,Magnet Cove Generating Station,GT2,"841,072"
934,2023,AR,Magnet Cove Generating Station,ST1,"1,231,706"
935,2023,AR,McClellan,1,"41,108"
936,2023,AR,Municipal Light,1,0
937,2023,AR,Municipal Light,2,0
938,2023,AR,Municipal Light,4,0
939,2023,AR,Municipal Light,6,0
940,2023,AR,Municipal Light,7,0
941,2023,AR,Murray,1,"71,193"
942,2023,AR,Murray,2,"71,193"
943,2023,AR,Narrows (AR),1,"15,561"
944,2023,AR,Narrows (AR),2,"15,561"
945,2023,AR,Narrows (AR),3,"15,561"
946,2023,AR,Newport Solar Project,U1,"80,876"
947,2023,AR,Noland Wastewater Treatment Plant Hybrid,FAYEB, (253)
948,2023,AR,Noland Wastewater Treatment Plant Hybrid,FAYE1,"8,634"
949,2023,AR,Norfork,1,"49,637"
950,2023,AR,Norfork,2,"49,637"
951,2023,AR,Osceola (AR),9,0
952,2023,AR,Oswald Generating Station,G1,"69,148"
953,2023,AR,Oswald Generating Station,G2,"109,386"
954,2023,AR,Oswald Generating Station,G3,"25,532"
955,2023,AR,Oswald Generating Station,G4,"114,391"
956,2023,AR,Oswald Generating Station,G5,"106,384"
957,2023,AR,Oswald Generating Station,G6,"103,670"
958,2023,AR,Oswald Generating Station,G7,"180,898"
959,2023,AR,Oswald Generating Station,G8,"80,263"
960,2023,AR,Oswald Generating Station,G9,"151,346"
961,2023,AR,Ozark,1,"50,624"
962,2023,AR,Ozark,2,"50,624"
963,2023,AR,Ozark,3,"50,624"
964,2023,AR,Ozark,4,"50,624"
965,2023,AR,Ozark,5,"50,624"
966,2023,AR,Ozarks Natural Energy Community Solar,GEN1,"1,340"
967,2023,AR,Paragould Reciprocating,011,216
968,2023,AR,Paragould Reciprocating,021,216
969,2023,AR,Paragould Reciprocating,031,216
970,2023,AR,Paragould Solar Farm,1,"3,258"
971,2023,AR,Paragould Turbine,5,0
972,2023,AR,Paragould Turbine,1,40
973,2023,AR,Paragould Turbine,2,40
974,2023,AR,Paragould Turbine,3,40
975,2023,AR,Paragould Turbine,4,40
976,2023,AR,Pine Bluff Energy Center,CT01,"994,232"
977,2023,AR,Pine Bluff Energy Center,ST01,"219,121"
978,2023,AR,Pine Bluff Mill,1TG1,"128,290"
979,2023,AR,Pine Bluff Mill,2TG1,"112,054"
980,2023,AR,Pine Bluff Mill,3TG1,"48,693"
981,2023,AR,Plum Point Energy Station,STG1,"3,381,761"
982,2023,AR,Remmel,1,"13,220"
983,2023,AR,Remmel,2,"13,220"
984,2023,AR,Remmel,3,"13,220"
985,2023,AR,Rivercrest SD,60336,0
986,2023,AR,SR Camden,AERO,"22,053"
987,2023,AR,Scenic Hill Solar III,SHS3,"9,146"
988,2023,AR,"Scenic Hill Solar IV, LLC",252,"3,952"
989,2023,AR,Searcy Solar Hybrid,SEABT,0
990,2023,AR,Searcy Solar Hybrid,SEARC,"209,271"
991,2023,AR,Searcy Water I,69620,0
992,2023,AR,Searcy Water II,52418,0
993,2023,AR,Southside SD,60334,0
994,2023,AR,Stuttgart Solar,STGRT,"163,168"
995,2023,AR,Thomas Fitzhugh,1,"114,954"
996,2023,AR,Thomas Fitzhugh,2,"289,577"
997,2023,AR,Two Pine Landfill Gas Recovery,GEN 7,"4,419"
998,2023,AR,Two Pine Landfill Gas Recovery,GEN1,"4,419"
999,2023,AR,Two Pine Landfill Gas Recovery,GEN2,"4,419"
1000,2023,AR,Two Pine Landfill Gas Recovery,GEN3,"4,419"
1001,2023,AR,Two Pine Landfill Gas Recovery,GEN4,"4,419"
1002,2023,AR,Two Pine Landfill Gas Recovery,GEN5,"4,419"
1003,2023,AR,UA Central Utility Plant,TRBN1,"37,461"
1004,2023,AR,UADA,62293,0
1005,2023,AR,Union Power Station,CTG1,"1,130,212"
1006,2023,AR,Union Power Station,CTG2,"1,143,457"
1007,2023,AR,Union Power Station,CTG3,"1,068,781"
1008,2023,AR,Union Power Station,CTG4,"1,100,941"
1009,2023,AR,Union Power Station,CTG5,"1,007,227"
1010,2023,AR,Union Power Station,CTG6,"941,916"
1011,2023,AR,Union Power Station,CTG7,"1,008,202"
1012,2023,AR,Union Power Station,CTG8,"1,020,136"
1013,2023,AR,Union Power Station,STG1,"1,365,085"
1014,2023,AR,Union Power Station,STG2,"1,258,332"
1015,2023,AR,Union Power Station,STG3,"1,208,956"
1016,2023,AR,Union Power Station,STG4,"1,163,232"
1017,2023,AR,Waste Management Eco Vista LFGTE,GEN1,"6,910"
1018,2023,AR,Westside Wastewater Treatment Plant Hybrid,FAYWB, (242)
1019,2023,AR,Westside Wastewater Treatment Plant Hybrid,FAYW1,"9,880"
1020,2023,AR,Whillock,1,"45,093"
1021,2023,AR,Whillock,2,"45,093"
1022,2023,AR,Whillock,3,"45,093"
1023,2023,AR,White Bluff,1,"1,246,735"
1024,2023,AR,White Bluff,2,"2,314,118"
1025,2023,AR,White River Lock and Dam 1,LD#1,"14,073"
1026,2023,AR,White River Lock and Dam 2,LD#2,"14,074"
1027,2023,AR,White River Lock and Dam 3,LD#3,"28,154"
1028,2023,AR,White River Medical Center,63613,0
1029,2023,AZ,AES ES GILBERT,SRP,0
1030,2023,AZ,APS Saguaro Power Plant,GE1,"74,528"
1031,2023,AZ,APS Saguaro Power Plant,GT1,"50,542"
1032,2023,AZ,APS Saguaro Power Plant,GT2,"50,542"
1033,2023,AZ,APS West Phoenix Power Plant,GT1,"7,916"
1034,2023,AZ,APS West Phoenix Power Plant,GT2,"7,916"
1035,2023,AZ,APS West Phoenix Power Plant,1B,"327,359"
1036,2023,AZ,APS West Phoenix Power Plant,2B,"342,004"
1037,2023,AZ,APS West Phoenix Power Plant,3B,"336,579"
1038,2023,AZ,APS West Phoenix Power Plant,C4-1,"416,055"
1039,2023,AZ,APS West Phoenix Power Plant,C4-2,0
1040,2023,AZ,APS West Phoenix Power Plant,C5-1,"545,884"
1041,2023,AZ,APS West Phoenix Power Plant,C5-2,"503,413"
1042,2023,AZ,APS West Phoenix Power Plant,C5-3,"566,262"
1043,2023,AZ,AZ State University - Tempe Campus Solar,20794,219
1044,2023,AZ,AZ State University - Tempe Campus Solar,20799,110
1045,2023,AZ,AZ State University - Tempe Campus Solar,20971,219
1046,2023,AZ,AZ State University - Tempe Campus Solar,20974,110
1047,2023,AZ,AZ State University - Tempe Campus Solar,20975,110
1048,2023,AZ,AZ State University - Tempe Campus Solar,3365A,110
1049,2023,AZ,AZ State University - Tempe Campus Solar,3365B,110
1050,2023,AZ,AZ State University - Tempe Campus Solar,3384,768
1051,2023,AZ,AZ State University - Tempe Campus Solar,3385,658
1052,2023,AZ,AZ State University - Tempe Campus Solar,4202,110
1053,2023,AZ,AZ State University - Tempe Campus Solar,91001,110
1054,2023,AZ,Actus Lend Lease DMAFB,1,"3,029"
1055,2023,AZ,Agua Caliente Solar Project,AGU1,"180,339"
1056,2023,AZ,Agua Caliente Solar Project,AGU2,"270,410"
1057,2023,AZ,Agua Caliente Solar Project,AGU3,"240,585"
1058,2023,AZ,Agua Fria Generating Station,AF3,"29,189"
1059,2023,AZ,Agua Fria Generating Station,AFSB1," (6,452)"
1060,2023,AZ,Agua Fria Generating Station,AF4,"5,258"
1061,2023,AZ,Agua Fria Generating Station,AF5,"4,650"
1062,2023,AZ,Agua Fria Generating Station,AF6,"4,650"
1063,2023,AZ,Agua Fria Generating Station,AF7,"3,233"
1064,2023,AZ,Agua Fria Generating Station,AF8,"3,233"
1065,2023,AZ,Agua Fria Generating Station,AF1,"59,914"
1066,2023,AZ,Agua Fria Generating Station,AF2,"48,405"
1067,2023,AZ,Agua Fria Generating Station,PV-3,0
1068,2023,AZ,Amazon TUS2,ATUS2,"5,282"
1069,2023,AZ,Amphitheater High School Solar,AHS1,"2,030"
1070,2023,AZ,Apache Solar 1,AEPS1,"55,339"
1071,2023,AZ,Apache Station,GT1,"17,587"
1072,2023,AZ,Apache Station,GT2,"31,199"
1073,2023,AZ,Apache Station,GT3,"120,359"
1074,2023,AZ,Apache Station,GT4,"92,525"
1075,2023,AZ,Apache Station,ST1,"187,348"
1076,2023,AZ,Apache Station,ST2,"536,580"
1077,2023,AZ,Apache Station,ST3,"996,778"
1078,2023,AZ,Arizona State University CHP,G2,0
1079,2023,AZ,Arizona State University CHP,G1,"41,294"
1080,2023,AZ,Arizona Western College PV,SFC,"1,183"
1081,2023,AZ,Arizona Western College PV,SHP,"1,064"
1082,2023,AZ,Arizona Western College PV,SOLEG,"1,183"
1083,2023,AZ,Arizona Western College PV,STE,"1,064"
1084,2023,AZ,Arizona Western College PV,SWD,"1,064"
1085,2023,AZ,Arlington Valley Energy Facility,CTG1,"1,062,217"
1086,2023,AZ,Arlington Valley Energy Facility,CTG2,"1,064,208"
1087,2023,AZ,Arlington Valley Energy Facility,STG1,"1,370,414"
1088,2023,AZ,Arlington Valley Solar Energy II,AVSE1,"51,336"
1089,2023,AZ,Arlington Valley Solar Energy II,AVSE2,"75,653"
1090,2023,AZ,Arlington Valley Solar Energy II,AVSE3,"75,653"
1091,2023,AZ,Arlington Valley Solar Energy II,AVSE4,"70,250"
1092,2023,AZ,Arlington Valley Solar Energy II,AVSE5,"75,653"
1093,2023,AZ,Avalon Solar,AS,"70,859"
1094,2023,AZ,Avalon Solar II,ASII,"43,863"
1095,2023,AZ,Avra Valley Solar,1,"64,758"
1096,2023,AZ,Badger 1,1,"33,216"
1097,2023,AZ,Black Mountain Generating Station,1,"47,450"
1098,2023,AZ,Black Mountain Generating Station,2,"47,450"
1099,2023,AZ,Black Mountain Solar LLC,1,"20,270"
1100,2023,AZ,Bonnybrooke PV,AZPV1,"118,710"
1101,2023,AZ,Broadway 2 - Tucson Phase II,GEN,"6,265"
1102,2023,AZ,Broadway 3 - Tucson Phase I,GEN1,"1,702"
